,uuid,Cards url, img_url,Title
759,ad87ba61-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-dean-sand-3-piece-california-king-upholstered-bedroom-set-with-2-larkin-espresso-nightstands-292344,https://www.livingspaces.com/globalassets/productassets/200000-299999/290000-299999/292000-292999/292300-292399/292344/292344_beige_fabric_bedroom_set_signature_01.jpg,Dean Sand California King Upholstered 3 Piece Bedroom Set With 2 Larkin Espresso Nightstands
760,ad87ba62-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-boswell-3-piece-eastern-king-velvet-upholstered-storage-bedroom-set-with-alton-cherry-nightstand-night-table-285260,https://www.livingspaces.com/globalassets/productassets/200000-299999/280000-289999/285000-285999/285200-285299/285260/285260_grey_fabric_bedroom_set_signature_01.jpg,Boswell King Upholstered Storage 3 Piece Bedroom Set With Alton Cherry Nightstand + Night Table
761,ad87ba63-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-boswell-3-piece-eastern-king-velvet-upholstered-bedroom-set-with-alton-cherry-nightstand-night-table-285311,https://www.livingspaces.com/globalassets/productassets/200000-299999/280000-289999/285000-285999/285300-285399/285311/285311_grey_fabric_bedroom_set_signature_01.jpg,Boswell King Upholstered 3 Piece Bedroom Set With Alton Cherry Nightstand + Night Table
762,ad87ba64-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-jaxon-grey-4-piece-full-bedroom-set-with-open-nightstands-311047,https://www.livingspaces.com/globalassets/productassets/300000-399999/310000-319999/311000-311999/311000-311099/311047/311047_grey_wood_bedroom_set_signature_01.jpg,Jaxon Grey Full 4 Piece Bedroom Set With Open Nightstands
763,ad87ba65-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-jaxon-3-piece-full-bedroom-set-with-nightstand-open-nightstands-310999,https://www.livingspaces.com/globalassets/productassets/300000-399999/310000-319999/310000-310999/310900-310999/310999/310999_black_wood_bedroom_set_signature_01.jpg,Jaxon Espresso Full 3 Piece Bedroom Set With Nightstand + Open Nightstand
764,ad87ba66-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-pierce-natural-california-king-panel-3-piece-bedroom-set-with-2-1-drawer-nightstands-305325,https://www.livingspaces.com/globalassets/productassets/300000-399999/300000-309999/305000-305999/305300-305399/305325/305325_signature_01.jpg,Pierce Natural California King Panel 3 Piece Bedroom Set With 2 1-Drawer Nightstands
765,ad87ba67-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-westin-california-king-3-piece-bedroom-set-296781,https://www.livingspaces.com/globalassets/productassets/200000-299999/290000-299999/296000-296999/296700-296799/296781/296781_brown_wood_bedroom_set_signature_01.jpg,Westin Asbury California King 3 Piece Bedroom Set
766,ad87ba68-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-mariah-3-piece-california-king-velvet-upholstered-bedroom-set-with-2-chapman-3-drawer-nightstands-291195,https://www.livingspaces.com/globalassets/productassets/200000-299999/290000-299999/291000-291999/291100-291199/291195/291195_beige_fabric_bedroom_set_signature_01.jpg,Mariah California King Velvet Upholstered 3 Piece Bedroom Set With 2 Chapman 3-Drawer Nightstands
767,ad87ba69-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-topanga-3-piece-queen-velvet-upholstered-bedroom-set-with-alton-white-ii-dresser-nightstand-285558,https://www.livingspaces.com/globalassets/productassets/200000-299999/280000-289999/285000-285999/285500-285599/285558/285558_grey_fabric_bedroom_set_signature_01.jpg,Topanga Grey Queen Velvet Upholstered 3 Piece Bedroom Set With Alton White II Dresser + Nightstand
768,ad87ba6a-4d75-11ee-8757-436b6b56d852,https://www.livingspaces.com/pdp-topanga-4-piece-eastern-king-velvet-upholstered-bedroom-set-with-pierce-natural-dresser-mirror-3-drawer-nightstand-286975,https://www.livingspaces.com/globalassets/productassets/200000-299999/280000-289999/286000-286999/286900-286999/286975/286975_grey_fabric_bedroom_set_signature_01.jpg,"Topanga Grey King Velvet Upholstered 4 Piece Bedroom Set With Pierce Natural Dresser, Mirror + 3-Drawer Nightstand"
